,1,2,3,5,7,10,14,21,30
deepseek-ai/DeepSeek-R1,-0.03812962396264633,-0.011638989707590135,0.01263089240435906,0.01155239048651578,0.01155239048651578,0.01155239048651578,0.01155239048651578,0.01155239048651578,0.01155239048651578
meta-llama/Llama-4-Scout-17B-16E-Instruct,-0.017769286829360402,-0.0279061622795899,-0.03879524394756162,-0.03879524394756162,-0.03879524394756162,-0.03879524394756162,-0.03879524394756162,-0.03879524394756162,-0.03879524394756162
gpt-5,-0.012391325752252796,0.04477606314510264,0.04495636744564423,0.04495636744564423,0.04495636744564423,0.04495636744564423,0.04495636744564423,0.04495636744564423,0.04495636744564423
test_random,-0.01161916099864228,-0.05781796822911673,-0.06934740216891272,-0.06492685517528432,-0.06492685517528432,-0.06492685517528432,-0.06492685517528432,-0.06492685517528432,-0.06492685517528432
gpt-5-mini,-0.00943919488219149,0.013313899090087638,0.027521036000706198,0.027521036000706198,0.027521036000706198,0.027521036000706198,0.027521036000706198,0.027521036000706198,0.027521036000706198
claude-sonnet-4-20250514,-0.02731772468500528,-0.026672760541125832,-0.020289092081504888,-0.020289092081504888,-0.020289092081504888,-0.020289092081504888,-0.020289092081504888,-0.020289092081504888,-0.020289092081504888
Qwen/Qwen3-235B-A22B-Instruct-2507,-0.029506937640401496,-0.0269404545525302,-0.02101499206619605,-0.02101499206619605,-0.02101499206619605,-0.02101499206619605,-0.02101499206619605,-0.02101499206619605,-0.02101499206619605
deepseek-ai/DeepSeek-V3.1,-0.0014792591444133545,0.0084139180943714,-0.003920566922951988,-0.00818358802717246,-0.01400417213135996,-0.012370299618944303,-0.012370299618944303,-0.012370299618944303,-0.012370299618944303
meta-llama/Llama-4-Maverick-17B-128E-Instruct,-0.015827688488905627,-0.01954858126299039,-0.038862150631788765,-0.038862150631788765,-0.038862150631788765,-0.038862150631788765,-0.038862150631788765,-0.038862150631788765,-0.038862150631788765
openai/gpt-oss-120b,-0.02203184447683594,-0.042202867634436564,-0.037447657359373485,-0.037945135190184644,-0.037945135190184644,-0.037945135190184644,-0.037945135190184644,-0.037945135190184644,-0.037945135190184644
gemini-2.5-pro,-0.03849212856799285,-0.0370969801838648,-0.05672759987478114,-0.05672759987478114,-0.05672759987478114,-0.05672759987478114,-0.05672759987478114,-0.05672759987478114,-0.05672759987478114
gemini-2.5-flash,-0.025836838121289032,-0.03393640651588322,-0.01319990414279885,-0.01319990414279885,-0.01319990414279885,-0.01319990414279885,-0.01319990414279885,-0.01319990414279885,-0.01319990414279885
claude-opus-4-1-20250805,0.007595755584042536,-0.024078016594081087,-0.023140611818310525,-0.007282953347452615,-0.007282953347452615,-0.007282953347452615,-0.007282953347452615,-0.007282953347452615,-0.007282953347452615
Qwen/Qwen3-Coder-480B-A35B-Instruct,-0.009272066180585426,-0.004191037086691617,-0.004261589093359897,-0.004261589093359897,-0.004261589093359897,-0.004261589093359897,-0.004261589093359897,-0.004261589093359897,-0.004261589093359897
sonar-deep-research,0.018955034405089024,0.12822759970919692,0.0816577264544515,0.10270787488024481,0.1208198527611572,0.1208198527611572,0.1208198527611572,0.1208198527611572,0.1208198527611572
gpt-4.1,-0.009789282397312415,-0.003174986568127922,-0.010494526458206619,-0.010494526458206619,-0.010494526458206619,-0.010494526458206619,-0.010494526458206619,-0.010494526458206619,-0.010494526458206619
meta-llama/Llama-3.3-70B-Instruct,-0.004627375943887657,-0.016161526454953095,-0.019825755093054634,-0.019825755093054634,-0.019825755093054634,-0.019825755093054634,-0.019825755093054634,-0.019825755093054634,-0.019825755093054634
grok-4-0709,0.005508695064703172,-0.005490067831247069,0.004364967598688402,0.004364967598688402,0.004364967598688402,0.004364967598688402,0.004364967598688402,0.004364967598688402,0.004364967598688402
most_likely_volume_proportional,0.0011182854809876422,-0.010169959087088898,-0.01610045062460343,-0.01606713568437848,-0.01606713568437848,-0.01606713568437848,-0.01606713568437848,-0.01606713568437848,-0.01606713568437848
